"","uniqueid","enroldt","Pctpov","poverty_rate","integrated"
"1133",3473,"1/14/2009",11.55041436,NA,11.55041436
"1134",3480,"1/20/2009",33.24175824,NA,33.24175824
"1135",3482,"1/20/2009",NA,NA,NA
"1136",3484,"1/21/2009",NA,NA,NA
"1137",3487,"1/21/2009",8.380308155,NA,8.380308155
"1138",3496,"1/23/2009",NA,NA,NA
"1139",3502,"1/27/2009",NA,NA,NA
"1140",3504,"1/27/2009",24.73668372,NA,24.73668372
"1141",3506,"1/27/2009",14.78839753,14.7813688212928,14.78839753
"1142",3529,"2/3/2009",7.608906099,7.60890609874153,7.608906099
"1143",3531,"2/4/2009",43.44428365,43.4442836468886,43.44428365
"1144",3533,"2/4/2009",15.88310038,NA,15.88310038
"1145",3536,"2/5/2009",33.03249097,NA,33.03249097
"1146",3539,"2/9/2009",18.56013317,NA,18.56013317
"1147",3544,"2/10/2009",NA,NA,NA
"1148",3546,"2/12/2009",NA,NA,NA
"1149",3550,"2/17/2009",14.03225806,NA,14.03225806
"1150",3553,"2/18/2009",6.319404694,NA,6.319404694
"1151",3554,"2/18/2009",21.22200021,NA,21.22200021
"1152",3563,"2/20/2009",NA,NA,NA
"1153",3564,"2/20/2009",NA,24.8386501936198,24.8386501936198
"1154",3570,"3/4/2009",NA,9.45410711210608,9.45410711210608
"1155",3572,"3/5/2009",10.4456328,NA,10.4456328
"1156",3579,"3/6/2009",19.54630205,NA,19.54630205
"1157",3588,"3/12/2009",9.173700578,NA,9.173700578
"1158",3590,"3/13/2009",NA,NA,NA
"1159",3591,"3/13/2009",10.4456328,NA,10.4456328
"1160",3592,"3/13/2009",23.59898108,NA,23.59898108
"1161",3598,"3/24/2009",4.665663298,4.62982718156603,4.665663298
"1162",3601,"3/25/2009",20.74263764,20.7426376440461,20.74263764
"1163",3602,"3/25/2009",9.639909977,NA,9.639909977
"1164",3603,"3/25/2009",NA,NA,NA
"1165",3619,"4/13/2009",24.75463468,NA,24.75463468
"1166",3620,"4/13/2009",15.2538256,15.2242424242424,15.2538256
"1167",3622,"4/14/2009",NA,NA,NA
"1168",3623,"4/15/2009",6.037104623,NA,6.037104623
"1169",3625,"4/15/2009",NA,4.96476617552851,4.96476617552851
"1170",3626,"4/16/2009",4.64159812,NA,4.64159812
"1171",3627,"4/16/2009",12.88573812,NA,12.88573812
"1172",3628,"4/16/2009",23.11129163,23.1112916328188,23.11129163
"1173",3629,"4/16/2009",13.58237962,NA,13.58237962
"1174",3637,"4/22/2009",24.85754986,24.8575498575499,24.85754986
"1175",3643,"4/27/2009",24.22783795,24.2278379462495,24.22783795
"1176",3649,"4/29/2009",21.77761157,NA,21.77761157
"1177",3653,"4/30/2009",NA,NA,NA
"1178",3654,"5/4/2009",2.279360667,NA,2.279360667
"1179",3655,"5/4/2009",23.78710338,23.7871033776868,23.78710338
"1180",3669,"5/14/2009",5.347593583,NA,5.347593583
"1181",3670,"5/14/2009",11.97782617,NA,11.97782617
"1182",3676,"5/19/2009",23.97779833,NA,23.97779833
"1183",3677,"5/19/2009",NA,NA,NA
"1184",3686,"6/5/2009",28.16023027,NA,28.16023027
"1185",3687,"6/5/2009",NA,NA,NA
"1186",3688,"6/8/2009",NA,18.3202785030461,18.3202785030461
"1187",3690,"6/8/2009",5.347593583,NA,5.347593583
"1188",3691,"6/9/2009",7.728988675,NA,7.728988675
"1189",3696,"6/10/2009",6.303786575,NA,6.303786575
"1190",3723,"7/8/2009",NA,NA,NA
"1191",3737,"7/23/2009",12.94354259,NA,12.94354259
"1192",3740,"7/27/2009",27.21350311,NA,27.21350311
"1193",3742,"7/28/2009",3.335659456,NA,3.335659456
"1194",3765,"8/12/2009",24.22783795,NA,24.22783795
"1195",3767,"8/12/2009",NA,NA,NA
"1196",3768,"8/12/2009",23.77254509,NA,23.77254509
"1197",3770,"8/14/2009",NA,NA,NA
"1198",3774,"8/19/2009",11.7278798,7.78609032973123,11.7278798
"1199",3778,"8/19/2009",45.14200299,NA,45.14200299
"1200",3779,"8/20/2009",3.527308192,NA,3.527308192
"1201",3782,"8/20/2009",NA,NA,NA
"1202",3788,"8/24/2009",5.598885794,5.58954393770856,5.598885794
"1203",3792,"8/26/2009",NA,NA,NA
"1204",3801,"9/1/2009",18.85714286,NA,18.85714286
"1205",3803,"9/2/2009",NA,NA,NA
"1206",3814,"9/3/2009",4.191019244,NA,4.191019244
"1207",3816,"9/3/2009",NA,NA,NA
"1208",3826,"9/9/2009",NA,NA,NA
"1209",3827,"9/9/2009",NA,NA,NA
"1210",3829,"9/10/2009",3.322082075,3.26751703651931,3.322082075
"1211",3831,"9/11/2009",8.1743035,NA,8.1743035
"1212",3835,"9/14/2009",5.065653075,NA,5.065653075
"1213",3838,"9/16/2009",NA,NA,NA
"1214",3840,"9/16/2009",18.49228434,NA,18.49228434
"1215",3846,"9/18/2009",7.598039216,NA,7.598039216
"1216",3847,"9/18/2009",39.88795518,39.8879551820728,39.88795518
"1217",3848,"9/21/2009",NA,NA,NA
"1218",3850,"9/22/2009",9.294575079,NA,9.294575079
"1219",3855,"9/23/2009",7.298850575,NA,7.298850575
"1220",3861,"9/28/2009",28.16023027,28.1602302710482,28.16023027
"1221",3875,"10/6/2009",7.668898357,NA,7.668898357
"1222",3878,"10/7/2009",19.47496947,17.8811659192825,19.47496947
"1223",3879,"10/7/2009",9.682139663,NA,9.682139663
"1224",3882,"10/9/2009",NA,NA,NA
"1225",3887,"10/13/2009",NA,NA,NA
"1226",3889,"10/14/2009",5.092918676,NA,5.092918676
"1227",3892,"10/15/2009",1.162790698,NA,1.162790698
"1228",3901,"10/19/2009",15.11758119,15.1175811870101,15.11758119
"1229",3906,"10/21/2009",25.67208272,NA,25.67208272
"1230",3910,"10/26/2009",25.50834849,NA,25.50834849
"1231",3911,"10/27/2009",NA,NA,NA
"1232",3915,"11/2/2009",NA,16.478850236812,16.478850236812
"1233",3919,"11/3/2009",NA,NA,NA
"1234",3925,"11/6/2009",18.88671875,NA,18.88671875
"1235",3926,"11/6/2009",16.82225541,10.157590887814,16.82225541
"1236",3936,"11/13/2009",5.673335324,NA,5.673335324
"1237",3941,"11/18/2009",14.78839753,14.7813688212928,14.78839753
"1238",3944,"11/19/2009",15.24892845,NA,15.24892845
"1239",3948,"11/24/2009",11.66816952,11.60954602548,11.66816952
"1240",3951,"11/25/2009",11.64057182,NA,11.64057182
"1241",3955,"12/1/2009",NA,50.7400379506641,50.7400379506641
"1242",3970,"12/15/2009",NA,35.7969489742241,35.7969489742241
"1243",3975,"12/17/2009",15.11758119,15.1175811870101,15.11758119
"1244",3988,"1/19/2010",24.9614495,NA,24.9614495
"1245",4006,"2/10/2010",NA,NA,NA
"1246",4007,"2/10/2010",22.68921634,22.5758080639787,22.68921634
"1247",4012,"2/17/2010",7.960255825,NA,7.960255825
"1248",4016,"2/22/2010",NA,NA,NA
"1249",4020,"2/24/2010",15.94322156,15.7392363931763,15.94322156
"1250",4021,"2/25/2010",12.67605634,12.6760563380282,12.67605634
"1251",4032,"3/4/2010",38.77708978,38.6276021588281,38.77708978
"1252",4044,"3/11/2010",6.418642682,NA,6.418642682
"1253",4046,"3/11/2010",6.300078555,NA,6.300078555
"1254",4047,"3/11/2010",NA,NA,NA
"1255",4052,"3/15/2010",NA,NA,NA
"1256",4055,"3/16/2010",24.99016909,NA,24.99016909
"1257",4057,"3/17/2010",NA,NA,NA
"1258",4058,"3/18/2010",15.86179819,15.4110242227732,15.86179819
"1259",4059,"3/19/2010",NA,37.5423318819545,37.5423318819545
"1260",4067,"3/24/2010",5.700751388,5.66926575698506,5.700751388
"1261",4070,"3/25/2010",17.9379715,NA,17.9379715
"1262",4073,"3/26/2010",10.591133,NA,10.591133
"1263",4077,"3/29/2010",14.78839753,14.7813688212928,14.78839753
"1264",4080,"3/29/2010",NA,NA,NA
"1265",4086,"3/31/2010",9.794262533,NA,9.794262533
"1266",4094,"4/10/2010",35.29206016,NA,35.29206016
"1267",4119,"4/23/2010",18.71970168,NA,18.71970168
"1268",4124,"4/27/2010",24.22783795,NA,24.22783795
"1269",4130,"5/3/2010",27.45264348,27.4526434831778,27.45264348
"1270",4132,"5/3/2010",16.78846534,16.7884653367569,16.78846534
"1271",4136,"5/5/2010",44.13934426,43.9233278955954,44.13934426
"1272",4138,"5/5/2010",8.800117925,NA,8.800117925
"1273",4141,"5/10/2010",NA,NA,NA
"1274",4146,"5/14/2010",15.5654541,NA,15.5654541
"1275",4147,"6/15/2010",9.241470686,NA,9.241470686
"1276",4150,"5/18/2010",29.81725653,NA,29.81725653
"1277",4151,"5/24/2010",20.12057272,20.120572720422,20.12057272
"1278",4176,"6/15/2010",3.827846093,NA,3.827846093
"1279",4185,"6/24/2010",11.96290976,NA,11.96290976
"1280",4195,"7/13/2010",19.3578151,NA,19.3578151
"1281",4196,"7/13/2010",7.809110629,NA,7.809110629
"1282",4197,"7/13/2010",20.83559414,NA,20.83559414
"1283",4205,"7/21/2010",6.267761288,6.19151590767311,6.267761288
"1284",4206,"7/22/2010",16.82225541,NA,16.82225541
"1285",4218,"8/11/2010",7.502344483,NA,7.502344483
"1286",4220,"8/11/2010",28.82410107,28.5356936694247,28.82410107
"1287",4226,"8/18/2010",26.63495838,18.693928645942,26.63495838
"1288",4230,"8/24/2010",15.89879154,15.8867924528302,15.89879154
"1289",4235,"8/25/2010",24.75463468,NA,24.75463468
"1290",4237,"8/27/2010",31.81415929,NA,31.81415929
"1291",4241,"9/8/2010",14.78839753,14.7813688212928,14.78839753
"1292",4246,"9/13/2010",28.23679727,NA,28.23679727
"1293",4247,"9/13/2010",3.203248365,3.20324836453869,3.203248365
"1294",4249,"9/14/2010",NA,NA,NA
"1295",4253,"9/15/2010",NA,NA,NA
"1296",4254,"9/15/2010",43.98907104,NA,43.98907104
"1297",4256,"9/15/2010",3.850248403,NA,3.850248403
"1298",4257,"9/16/2010",NA,NA,NA
"1299",4260,"9/16/2010",14.57730168,NA,14.57730168
"1300",4264,"9/20/2010",29.81725653,NA,29.81725653
"1301",4266,"9/20/2010",8.18772299,NA,8.18772299
"1302",4268,"9/21/2010",NA,NA,NA
"1303",4269,"9/22/2010",25.74484339,25.7448433919022,25.74484339
"1304",4270,"9/22/2010",6.319404694,NA,6.319404694
"1305",4279,"9/27/2010",9.914175792,NA,9.914175792
"1306",4280,"9/28/2010",NA,NA,NA
"1307",4281,"9/28/2010",10.53196382,NA,10.53196382
"1308",4283,"9/28/2010",6.114839672,NA,6.114839672
"1309",4284,"9/29/2010",32.53676471,31.8775326429536,32.53676471
"1310",4291,"10/19/2010",NA,NA,NA
"1311",4299,"10/26/2010",NA,NA,NA
"1312",4305,"11/17/2010",43.44428365,43.4442836468886,43.44428365
"1313",4306,"11/9/2010",25.07457739,NA,25.07457739
"1314",4313,"11/15/2010",11.7221873,NA,11.7221873
"1315",4318,"11/17/2010",26.09356015,NA,26.09356015
"1316",4319,"11/18/2010",32.12321232,31.5334773218143,32.12321232
"1317",4330,"11/23/2010",18.49228434,NA,18.49228434
"1318",4334,"11/30/2010",12.67183204,NA,12.67183204
"1319",4336,"12/2/2010",24.22783795,NA,24.22783795
"1320",4338,"12/6/2010",NA,NA,NA
"1321",4340,"12/7/2010",NA,NA,NA
"1322",4346,"12/10/2010",1.72970182,NA,1.72970182
"1323",4348,"12/10/2010",NA,NA,NA
"1324",4351,"12/14/2010",13.81446752,NA,13.81446752
"1325",4354,"12/15/2010",12.74707543,NA,12.74707543
"1326",4362,"12/22/2010",NA,NA,NA
"1327",4371,"1/6/2011",10.60803366,NA,10.60803366
"1328",4374,"1/7/2011",1.025074909,NA,1.025074909
"1329",4378,"1/18/2011",37.34668335,7.72870662460568,37.34668335
"1330",4379,"1/18/2011",NA,14.0466392318244,14.0466392318244
"1331",4383,"1/20/2011",10.83333333,10.0205549845838,10.83333333
"1332",4385,"1/25/2011",32.97142857,31.7672967516976,32.97142857
"1333",4386,"1/25/2011",4.537964254,NA,4.537964254
"1334",4387,"1/27/2011",18.88671875,NA,18.88671875
"1335",4389,"2/1/2011",24.57434733,24.5743473325766,24.57434733
"1336",4391,"2/2/2011",18.44170404,18.3133871416643,18.44170404
"1337",4395,"2/8/2011",28.24664141,NA,28.24664141
"1338",4399,"2/21/2011",1.162790698,1.16279069767442,1.162790698
"1339",4404,"2/24/2011",8.824599709,NA,8.824599709
"1340",4418,"3/8/2011",3.854773644,3.85477364410578,3.854773644
"1341",4448,"3/24/2011",7.997714939,NA,7.997714939
"1342",4456,"3/30/2011",32.91875627,NA,32.91875627
"1343",4457,"3/30/2011",NA,NA,NA
"1344",4460,"3/31/2011",3.755407,NA,3.755407
"1345",4462,"3/31/2011",35.08287293,35.0828729281768,35.08287293
"1346",4463,"4/1/2011",20.2079566,NA,20.2079566
"1347",4467,"4/6/2011",NA,NA,NA
"1348",4473,"4/12/2011",43.71584699,NA,43.71584699
"1349",4488,"4/22/2011",15.88310038,NA,15.88310038
"1350",4490,"4/25/2011",15.30506722,NA,15.30506722
"1351",4501,"4/27/2011",22.5536031,NA,22.5536031
"1352",4503,"4/28/2011",29.50953678,28.5601265822785,29.50953678
"1353",4513,"5/3/2011",NA,NA,NA
"1354",4518,"5/5/2011",8.380308155,NA,8.380308155
"1355",4522,"5/9/2011",NA,NA,NA
"1356",4523,"5/9/2011",NA,12.2964867180805,12.2964867180805
"1357",4526,"5/11/2011",5.288744844,NA,5.288744844
"1358",4530,"5/18/2011",9.528869996,NA,9.528869996
"1359",4562,"6/16/2011",28.6548488,NA,28.6548488
"1360",4565,"6/22/2011",NA,NA,NA
"1361",4571,"6/24/2011",17.25906926,NA,17.25906926
"1362",4575,"7/2/2011",8.824599709,NA,8.824599709
"1363",4576,"7/4/2011",34.33559651,NA,34.33559651
"1364",4580,"7/6/2011",14.93251324,NA,14.93251324
"1365",4596,"7/13/2011",NA,15.405701754386,15.405701754386
"1366",4609,"7/20/2011",25.07457739,NA,25.07457739
"1367",4620,"8/1/2011",22.40767045,NA,22.40767045
"1368",4624,"8/4/2011",5.103058511,NA,5.103058511
"1369",4636,"8/18/2011",37.34668335,NA,37.34668335
"1370",4648,"8/25/2011",3.206997085,NA,3.206997085
"1371",4665,"9/13/2011",17.25906926,NA,17.25906926
"1372",4666,"9/13/2011",NA,17.2100313479624,17.2100313479624
"1373",4669,"9/14/2011",3.259342512,NA,3.259342512
"1374",4678,"9/21/2011",NA,NA,NA
"1375",4686,"9/27/2011",9.173700578,NA,9.173700578
"1376",4701,"10/5/2011",NA,NA,NA
"1377",4709,"10/13/2011",6.112355356,NA,6.112355356
"1378",4712,"10/14/2011",NA,NA,NA
"1379",4717,"10/15/2011",25.92592593,25.9259259259259,25.92592593
"1380",4718,"10/16/2011",7.668898357,NA,7.668898357
"1381",4719,"10/17/2011",10.43753295,NA,10.43753295
"1382",4722,"10/18/2011",NA,NA,NA
"1383",4723,"10/19/2011",27.65483829,NA,27.65483829
"1384",4728,"10/20/2011",NA,10.61180292366,10.61180292366
"1385",4729,"10/24/2011",14.08272813,NA,14.08272813
"1386",4730,"10/24/2011",5.347593583,NA,5.347593583
"1387",4746,"11/10/2011",15.87510385,NA,15.87510385
"1388",4749,"11/11/2011",42.0943494,42.0943494038362,42.0943494
"1389",4752,"11/17/2011",NA,NA,NA
"1390",4753,"11/17/2011",21.32308315,NA,21.32308315
"1391",4755,"11/18/2011",13.00798421,NA,13.00798421
"1392",4766,"11/29/2011",NA,NA,NA
"1393",4773,"12/8/2011",12.27185641,NA,12.27185641
"1394",4777,"12/9/2011",12.94354259,NA,12.94354259
"1395",4778,"12/12/2011",12.48259053,12.1443089430894,12.48259053
"1396",4783,"12/15/2011",26.27291242,NA,26.27291242
"1397",4796,"12/21/2011",15.61634733,NA,15.61634733
"1398",4802,"12/27/2011",12.98787798,NA,12.98787798
"1399",4804,"1/3/2012",16.74473068,16.7447306791569,16.74473068
"1400",4811,"1/10/2012",4.072177518,4.0632603406326,4.072177518
"1401",4813,"1/10/2012",NA,22.6851851851852,22.6851851851852
"1402",4820,"1/13/2012",NA,NA,NA
"1403",4824,"1/13/2012",NA,8.22641509433962,8.22641509433962
"1404",4828,"1/17/2012",14.32187302,NA,14.32187302
"1405",4831,"1/17/2012",21.51295337,21.4020618556701,21.51295337
"1406",4832,"1/17/2012",14.79222265,NA,14.79222265
"1407",4833,"1/18/2012",9.391992091,9.39199209095403,9.391992091
"1408",4834,"1/18/2012",19.90689013,19.6074834922964,19.90689013
"1409",4837,"1/19/2012",NA,18.8334360238242,18.8334360238242
"1410",4838,"1/19/2012",4.944216089,NA,4.944216089
"1411",4844,"1/19/2012",NA,NA,NA
"1412",4845,"1/20/2012",7.559897651,NA,7.559897651
"1413",4850,"1/23/2012",34.34203918,NA,34.34203918
"1414",4852,"1/24/2012",22.68921634,22.5758080639787,22.68921634
"1415",4853,"1/24/2012",32.12321232,31.5334773218143,32.12321232
"1416",4854,"1/24/2012",19.55929686,19.5592968556573,19.55929686
"1417",4857,"1/25/2012",15.73474593,NA,15.73474593
"1418",4859,"1/26/2012",34.48167375,10.1400933955971,34.48167375
"1419",4860,"1/26/2012",NA,NA,NA
"1420",4861,"1/26/2012",NA,33.1767863133177,33.1767863133177
"1421",4864,"1/27/2012",25.74484339,25.7448433919022,25.74484339
"1422",4869,"1/30/2012",13.07426313,NA,13.07426313
"1423",4879,"2/2/2012",NA,NA,NA
"1424",4880,"2/3/2012",NA,NA,NA
"1425",4884,"2/6/2012",18.85553471,NA,18.85553471
"1426",4887,"2/6/2012",47.61806982,46.5102286401925,47.61806982
"1427",4900,"2/13/2012",11.55041436,NA,11.55041436
"1428",4902,"2/13/2012",42.30279898,42.3027989821883,42.30279898
"1429",4903,"2/13/2012",NA,NA,NA
"1430",4904,"2/13/2012",10.68020128,NA,10.68020128
"1431",4907,"2/14/2012",18.21400472,NA,18.21400472
"1432",4917,"2/15/2012",27.17375093,NA,27.17375093
"1433",4922,"2/17/2012",14.08405518,13.9542275905912,14.08405518
"1434",4924,"2/17/2012",NA,9.70013630168105,9.70013630168105
"1435",4937,"2/22/2012",48.30659537,48.3065953654189,48.30659537
"1436",4942,"2/24/2012",NA,NA,NA
"1437",4949,"2/27/2012",NA,NA,NA
"1438",4958,"3/1/2012",43.44428365,NA,43.44428365
"1439",4960,"3/1/2012",4.242101526,NA,4.242101526
"1440",4962,"3/2/2012",9.124046019,NA,9.124046019
"1441",4966,"3/6/2012",6.73858037,NA,6.73858037
"1442",4968,"3/6/2012",25.07457739,NA,25.07457739
"1443",4969,"3/6/2012",23.70970931,NA,23.70970931
"1444",4975,"3/7/2012",14.63414634,NA,14.63414634
"1445",4978,"3/7/2012",21.95471109,NA,21.95471109
"1446",4990,"3/14/2012",11.79872759,11.46282075295,11.79872759
"1447",4991,"3/14/2012",NA,20.6077872744539,20.6077872744539
"1448",4993,"3/15/2012",14.08405518,NA,14.08405518
"1449",5000,"3/19/2012",5.825379001,NA,5.825379001
"1450",5002,"3/19/2012",14.93251324,NA,14.93251324
"1451",5005,"3/20/2012",NA,NA,NA
"1452",5008,"3/21/2012",NA,NA,NA
"1453",5011,"3/22/2012",8.692616512,NA,8.692616512
"1454",5012,"3/22/2012",27.84522003,NA,27.84522003
"1455",5014,"3/22/2012",7.997714939,NA,7.997714939
"1456",5017,"3/23/2012",14.48982761,NA,14.48982761
"1457",5030,"3/28/2012",NA,NA,NA
"1458",5032,"3/29/2012",15.18527488,15.18527488496,15.18527488
"1459",5042,"4/3/2012",NA,27.2456461961503,27.2456461961503
"1460",5051,"4/5/2012",NA,10.1191638991991,10.1191638991991
"1461",5053,"4/7/2012",NA,NA,NA
"1462",5054,"4/10/2012",4.670050761,NA,4.670050761
"1463",5062,"4/11/2012",25.79371889,NA,25.79371889
"1464",5063,"4/11/2012",NA,NA,NA
"1465",5065,"4/12/2012",NA,NA,NA
"1466",5066,"4/13/2012",NA,3.41483979763912,3.41483979763912
"1467",5072,"4/17/2012",19.07570105,NA,19.07570105
"1468",5073,"4/17/2012",15.2538256,NA,15.2538256
"1469",5081,"4/24/2012",24.22783795,NA,24.22783795
"1470",5083,"4/24/2012",7.273227552,NA,7.273227552
"1471",5084,"4/24/2012",18.35736354,NA,18.35736354
"1472",5086,"4/24/2012",NA,NA,NA
"1473",5093,"4/26/2012",7.697807436,7.697807435653,7.697807436
"1474",5097,"4/30/2012",0.964630225,NA,0.964630225
"1475",5098,"4/30/2012",3.621842496,NA,3.621842496
"1476",5105,"5/2/2012",28.65956254,28.6595625350533,28.65956254
"1477",5111,"5/6/2012",15.88310038,NA,15.88310038
"1478",5115,"5/8/2012",NA,NA,NA
"1479",5117,"5/9/2012",3.975925588,NA,3.975925588
"1480",5118,"5/9/2012",12.94354259,NA,12.94354259
"1481",5119,"5/9/2012",3.2780168,NA,3.2780168
"1482",5127,"5/11/2012",9.990316333,NA,9.990316333
"1483",5131,"5/14/2012",17.73898924,NA,17.73898924
"1484",5136,"5/15/2012",42.0943494,42.0943494038362,42.0943494
"1485",5139,"5/15/2012",NA,NA,NA
"1486",5144,"5/17/2012",NA,NA,NA
"1487",5149,"5/21/2012",20.74263764,20.7426376440461,20.74263764
